Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2503731,-8.48,1.59,1.24,-0.67,-0.08,-0.79
2503741,-10.11,1.92,2.53,-0.87,-0.11,-0.57
2503751,-11.17,2.1,4.06,-1.02,-0.15,-0.29
2503761,-11.73,2.19,5.56,-1.11,-0.16,0.05
2503771,-11.53,1.99,7.04,-1.17,-0.13,0.4
2503781,-10.74,1.62,8.71,-1.21,-0.12,0.74
2503791,-9.57,1.49,10.94,-1.2,-0.17,1.07
2503801,-7.81,1.47,13.14,-1.1,-0.24,1.36
2503811,-5.56,1.48,14.82,-0.92,-0.3,1.6
2503821,-2.64,1.38,15.77,-0.7,-0.28,1.76
2503831,0.61,1.06,16.41,-0.48,-0.22,1.79
2503841,3.31,0.97,17.05,-0.27,-0.14,1.72
2503851,5.52,0.9,17.58,-0.03,-0.07,1.57
2503861,7.14,0.76,17.48,0.22,-0.04,1.35
2503871,8.27,0.45,16.69,0.45,0.0,1.11
2503881,9.02,-0.0,14.96,0.64,0.04,0.84
2503891,9.51,0.06,14.3,0.78,0.04,0.59
2503901,10.23,-0.33,13.04,0.88,0.01,0.29
2503911,10.21,-0.5,11.7,0.96,-0.03,-0.04
2503921,9.17,-0.74,9.84,0.98,-0.01,-0.37
2503931,7.78,-0.84,8.5,0.92,-0.0,-0.62
2503941,6.56,-0.9,7.57,0.85,-0.01,-0.81
2503951,5.46,-0.97,6.62,0.77,-0.01,-0.98
2503961,4.26,-1.04,5.6,0.68,-0.01,-1.12
2503971,3.06,-1.07,4.72,0.56,0.01,-1.23
2503981,2.0,-0.95,4.05,0.45,0.03,-1.31
2503991,0.64,-0.76,3.17,0.32,0.04,-1.38
2504001,-0.96,-0.52,2.12,0.16,0.05,-1.43
2504011,-2.69,-0.12,1.17,-0.04,0.05,-1.43
2504021,-4.23,0.42,0.5,-0.28,0.05,-1.38
2504031,-5.84,0.78,0.3,-0.55,0.06,-1.32
2504041,-7.85,1.02,1.06,-0.83,0.06,-1.23
2504051,-10.44,1.53,2.79,-1.05,-0.01,-1.04
2504061,-12.82,1.85,4.57,-1.17,-0.08,-0.71
2504071,-14.42,1.58,6.04,-1.24,-0.14,-0.28
2504081,-14.62,1.23,7.96,-1.32,-0.18,0.24
2504091,-13.02,0.73,10.69,-1.34,-0.23,0.73
2504101,-10.91,0.65,13.56,-1.27,-0.31,1.14
2504111,-8.22,0.72,16.17,-1.06,-0.42,1.51
2504121,-4.26,0.78,17.76,-0.76,-0.38,1.76
2504131,0.31,0.56,18.71,-0.43,-0.28,1.84
2504141,4.1,0.6,18.85,-0.09,-0.14,1.72
2504151,6.64,0.62,18.22,0.22,0.02,1.49
2504161,8.22,0.48,17.15,0.46,0.13,1.19
2504171,8.79,0.42,15.89,0.66,0.17,0.88
2504181,7.87,0.6,14.35,0.81,0.39,0.6
2504191,9.84,0.01,13.07,0.85,0.13,0.45
2504201,11.36,-0.23,12.63,0.94,0.03,0.05
2504211,10.11,-0.38,11.04,1.01,0.02,-0.36
2504221,8.43,-0.56,9.96,1.03,0.08,-0.65
2504231,6.96,-0.42,8.97,1.04,0.14,-0.86
2504241,5.95,-0.64,7.59,1.04,0.19,-1.03
2504251,4.91,-0.75,6.14,0.97,0.22,-1.2
2504261,3.56,-0.65,4.84,0.85,0.24,-1.37
2504271,1.75,-0.42,3.64,0.71,0.27,-1.52
2504281,-0.66,-0.05,2.31,0.55,0.28,-1.62
2504291,-3.37,0.28,0.93,0.34,0.28,-1.62
2504301,-5.72,0.46,0.17,0.06,0.23,-1.5
2504311,-7.54,0.94,0.38,-0.22,0.18,-1.33
2504321,-8.95,1.55,1.09,-0.47,0.16,-1.11
2504331,-10.25,1.83,2.02,-0.67,0.16,-0.87
2504341,-11.61,2.05,3.33,-0.84,0.12,-0.59
2504351,-12.7,2.2,4.91,-0.98,0.04,-0.25
2504361,-13.14,1.91,6.42,-1.09,-0.02,0.14
2504371,-12.71,1.45,8.59,-1.18,-0.09,0.54
2504381,-11.82,1.29,11.63,-1.19,-0.16,0.93
2504391,-9.95,1.24,14.51,-1.06,-0.21,1.28
2504401,-7.61,1.15,16.53,-0.81,-0.26,1.57
2504411,-4.82,1.19,17.57,-0.5,-0.29,1.8
2504421,-1.37,0.86,17.85,-0.19,-0.22,1.93
2504431,2.27,0.48,17.65,0.07,-0.11,1.91
2504441,5.17,0.42,17.58,0.29,-0.02,1.75
2504451,7.23,0.25,17.11,0.52,0.08,1.5
2504461,8.42,-0.03,16.16,0.72,0.13,1.19
2504471,8.99,-0.2,15.05,0.89,0.13,0.86
2504481,9.03,-0.42,13.73,1.03,0.08,0.55
2504491,8.77,-0.64,12.14,1.13,0.04,0.27
2504501,8.13,-0.71,10.67,1.18,0.04,0.0
2504511,7.39,-0.74,9.3,1.21,0.07,-0.24
2504521,6.5,-0.85,7.61,1.2,0.13,-0.46
2504531,5.07,-0.82,6.09,1.12,0.17,-0.68
2504541,2.95,-0.59,4.77,1.02,0.18,-0.86
2504551,0.36,-0.22,3.14,0.9,0.16,-0.94
2504561,-1.89,0.05,1.31,0.72,0.14,-0.91
2504571,-3.54,0.3,-0.45,0.47,0.06,-0.79
2504581,-4.22,0.55,-1.62,0.16,-0.05,-0.63
2504591,-4.19,0.6,-2.24,-0.19,-0.15,-0.47
2504601,-4.08,0.73,-1.91,-0.55,-0.24,-0.35
2504611,-3.89,1.0,-0.79,-0.86,-0.33,-0.23
2504621,-3.32,1.36,0.62,-1.11,-0.41,-0.11
2504631,-2.31,1.31,1.91,-1.31,-0.44,-0.02
2504641,-1.25,1.1,3.51,-1.52,-0.45,0.02
2504651,-0.4,0.72,5.85,-1.72,-0.45,0.01
2504661,-0.17,0.1,9.32,-1.88,-0.42,-0.06
2504671,-0.49,-0.35,13.78,-1.93,-0.42,-0.15
2504681,-1.18,-0.59,18.58,-1.77,-0.42,-0.23
2504691,-2.1,-0.88,22.62,-1.39,-0.4,-0.3
2504701,-3.4,-0.86,25.13,-0.86,-0.42,-0.33
2504711,-4.67,-0.72,25.93,-0.25,-0.39,-0.27
2504721,-5.88,-0.16,24.94,0.36,-0.22,-0.14
2504731,-6.54,0.35,22.21,0.91,0.07,0.07
2504741,-6.15,0.74,18.41,1.31,0.36,0.31
2504751,-4.84,0.94,14.39,1.53,0.53,0.51
2504761,-3.64,1.11,10.6,1.57,0.52,0.63
2504771,-2.85,1.15,7.53,1.46,0.38,0.72
2504781,-2.02,1.18,5.75,1.26,0.23,0.8
2504791,-0.56,1.36,5.23,1.01,0.05,0.89
2504801,1.43,1.43,5.33,0.83,-0.09,0.92
2504811,3.12,1.55,5.54,0.72,-0.15,0.89
2504821,4.53,1.74,5.5,0.67,-0.1,0.82
2504831,5.89,1.9,4.87,0.62,-0.01,0.72
2504841,7.29,1.76,4.02,0.54,0.07,0.55
2504851,8.07,1.81,3.44,0.43,0.05,0.32
2504861,8.14,2.05,2.97,0.31,-0.08,0.05
2504871,7.53,2.24,2.39,0.18,-0.21,-0.2
2504881,6.62,2.25,1.65,0.03,-0.25,-0.43
2504891,5.72,1.94,1.01,-0.19,-0.23,-0.62
2504901,4.6,0.98,0.79,-0.5,-0.18,-0.83
2504911,2.71,-0.26,2.21,-0.9,-0.2,-1.02
2504921,0.63,-1.05,6.02,-1.23,-0.31,-1.14
2504931,-1.57,-1.45,10.97,-1.35,-0.49,-1.19
2504941,-3.97,-1.44,15.14,-1.2,-0.56,-1.1
2504951,-5.12,-1.35,17.86,-0.88,-0.42,-0.87
2504961,-4.66,-1.3,19.37,-0.48,-0.18,-0.6
2504971,-3.17,-1.19,19.51,-0.05,0.09,-0.4
2504981,-1.4,-0.86,18.43,0.33,0.32,-0.31
2504991,0.37,-0.47,16.52,0.64,0.47,-0.34
2505001,1.24,-0.05,13.98,0.85,0.54,-0.49
2505011,0.75,0.41,11.23,0.94,0.55,-0.67
2505021,-0.66,0.88,8.98,0.92,0.59,-0.81
2505031,-2.93,1.58,7.18,0.87,0.6,-0.89
2505041,-5.38,2.1,5.18,0.79,0.62,-0.85
2505051,-7.58,2.34,2.69,0.65,0.63,-0.75
2505061,-9.97,2.52,-0.04,0.39,0.48,-0.53
2505071,-11.69,2.24,-1.89,-0.01,0.12,-0.17
2505081,-12.23,1.63,-1.76,-0.5,-0.3,0.32
2505091,-10.43,1.25,1.03,-0.93,-0.57,0.85
2505101,-6.67,1.05,5.05,-1.14,-0.69,1.28
2505111,-2.23,0.65,8.59,-1.14,-0.76,1.53
2505121,2.12,0.4,11.24,-1.0,-0.73,1.58
2505131,6.05,0.09,13.1,-0.8,-0.57,1.44
2505141,8.81,0.01,14.57,-0.58,-0.32,1.15
2505151,10.24,0.15,15.63,-0.35,0.02,0.76
2505161,10.57,0.21,16.09,-0.1,0.34,0.32
2505171,9.56,0.36,15.83,0.14,0.54,-0.12
2505181,6.64,0.65,15.5,0.37,0.88,-0.52
2505191,5.42,0.28,13.66,0.48,0.71,-0.67
2505201,3.88,0.57,13.51,0.64,0.72,-0.93
2505211,0.86,0.73,11.96,0.8,0.77,-1.11
2505221,-2.44,0.85,9.8,0.89,0.88,-1.15
2505231,-5.17,1.17,7.23,0.9,0.92,-1.07
2505241,-7.27,1.36,4.49,0.78,0.74,-0.88
2505251,-8.55,1.39,2.24,0.51,0.47,-0.62
2505261,-9.11,1.17,1.34,0.14,0.19,-0.31
2505271,-9.12,1.08,2.27,-0.23,-0.02,0.01
2505281,-8.11,0.92,4.7,-0.49,-0.16,0.34
2505291,-6.69,0.98,7.36,-0.57,-0.25,0.61
2505301,-4.98,0.75,8.94,-0.53,-0.3,0.83
2505311,-3.07,0.29,9.67,-0.47,-0.35,0.99
2505321,-0.96,0.12,10.68,-0.44,-0.39,1.09
2505331,1.94,-0.12,12.3,-0.38,-0.33,1.1
2505341,4.66,-0.11,14.19,-0.25,-0.21,0.94
2505351,6.18,0.21,15.6,-0.01,-0.05,0.66
2505361,6.79,0.26,15.79,0.27,0.06,0.32
2505371,5.85,0.39,14.67,0.54,0.13,-0.02
2505381,4.27,0.49,12.86,0.71,0.22,-0.26
2505391,3.14,0.65,11.4,0.79,0.32,-0.44
2505401,2.0,0.89,10.27,0.85,0.41,-0.6
2505411,0.17,1.13,8.72,0.88,0.51,-0.74
2505421,-2.15,1.61,6.63,0.87,0.56,-0.8
2505431,-4.13,1.87,4.0,0.78,0.53,-0.76
2505441,-5.8,1.96,1.34,0.53,0.35,-0.65
2505451,-7.32,1.96,-0.24,0.17,0.12,-0.47
2505461,-8.22,1.71,-0.11,-0.24,-0.05,-0.21
2505471,-8.4,1.47,1.62,-0.57,-0.17,0.1
2505481,-7.47,1.22,4.33,-0.77,-0.3,0.41
2505491,-5.92,1.06,6.69,-0.8,-0.4,0.67
2505501,-4.02,0.69,8.15,-0.76,-0.46,0.88
2505511,-1.7,0.28,9.25,-0.73,-0.49,1.03
2505521,1.23,0.21,10.74,-0.7,-0.46,1.08
2505531,4.32,-0.02,12.44,-0.64,-0.35,0.96
2505541,6.37,0.12,14.28,-0.52,-0.16,0.71
2505551,7.6,0.29,15.78,-0.31,0.08,0.37
2505561,7.6,0.5,16.14,-0.04,0.23,-0.01
2505571,6.1,0.66,15.04,0.24,0.31,-0.35
2505581,4.2,0.62,13.18,0.42,0.37,-0.59
2505591,2.78,0.71,11.95,0.49,0.45,-0.74
2505601,1.37,0.97,11.07,0.54,0.53,-0.86
2505611,-0.18,1.09,9.97,0.57,0.57,-0.96
2505621,-2.1,1.0,8.74,0.56,0.5,-1.02
2505631,-4.44,0.98,7.62,0.48,0.34,-0.99
2505641,-6.54,0.99,7.4,0.36,0.13,-0.83
2505651,-7.9,0.94,7.99,0.26,-0.02,-0.57
2505661,-8.0,1.08,9.16,0.21,-0.05,-0.24
2505671,-6.58,1.06,10.36,0.26,-0.01,0.05
2505681,-4.73,0.9,10.7,0.36,0.01,0.23
2505691,-3.3,0.77,10.31,0.43,-0.02,0.32
2505701,-2.02,0.7,9.73,0.46,-0.05,0.36
2505711,-0.65,0.79,9.44,0.45,-0.08,0.35
2505721,0.8,0.78,9.4,0.45,-0.11,0.29
2505731,1.62,0.87,9.2,0.45,-0.11,0.19
2505741,2.23,0.98,8.9,0.47,-0.09,0.07
2505751,2.64,1.02,8.27,0.49,-0.03,-0.07
2505761,2.37,1.17,7.31,0.49,0.02,-0.24
2505771,1.7,1.39,6.14,0.46,0.04,-0.38
2505781,1.0,1.56,4.86,0.38,0.0,-0.49
2505791,0.42,1.75,3.58,0.25,-0.06,-0.58
2505801,-0.45,1.91,2.46,0.07,-0.13,-0.66
2505811,-1.62,1.99,1.67,-0.16,-0.2,-0.7
2505821,-3.05,2.04,1.36,-0.4,-0.2,-0.69
2505831,-4.56,1.79,1.87,-0.65,-0.17,-0.61
2505841,-5.84,2.0,3.35,-0.85,-0.14,-0.47
2505851,-6.6,1.86,4.77,-0.95,-0.11,-0.3
2505861,-7.68,1.26,5.78,-1.03,-0.08,-0.15
2505871,-9.16,0.8,7.43,-1.12,-0.07,0.05
2505881,-10.34,0.81,9.76,-1.14,-0.09,0.32
2505891,-10.5,0.81,11.85,-1.06,-0.15,0.66
2505901,-9.32,0.68,13.56,-0.92,-0.23,1.0
2505911,-7.43,0.53,14.83,-0.74,-0.31,1.29
2505921,-4.87,0.58,15.89,-0.53,-0.38,1.53
2505931,-1.44,0.5,16.7,-0.3,-0.38,1.66
2505941,2.26,0.27,16.96,-0.06,-0.34,1.63
2505951,5.49,0.12,17.15,0.17,-0.28,1.45
2505961,7.47,0.23,16.98,0.41,-0.15,1.16
2505971,8.4,0.26,16.05,0.64,0.03,0.83
2505981,8.85,0.21,14.73,0.82,0.18,0.51
2505991,8.95,0.11,13.15,0.95,0.24,0.2
2506001,8.72,0.06,11.68,1.01,0.18,-0.11
2506011,7.98,-0.06,10.41,1.04,0.11,-0.41
2506021,6.68,0.01,9.34,1.04,0.07,-0.68
2506031,5.24,0.02,8.19,1.03,0.04,-0.88
2506041,3.86,-0.03,6.86,0.98,0.02,-1.01
2506051,2.89,-0.08,5.54,0.87,0.02,-1.09
2506061,2.31,-0.08,4.54,0.71,0.04,-1.18
2506071,1.69,-0.06,3.96,0.52,0.02,-1.28
2506081,0.55,-0.12,3.8,0.33,-0.05,-1.4
2506091,-1.43,0.01,4.34,0.15,-0.14,-1.5
2506101,-4.15,0.49,5.02,0.05,-0.18,-1.5
2506111,-6.71,1.06,5.16,0.0,-0.15,-1.38
2506121,-8.57,1.18,4.37,-0.05,-0.02,-1.18
2506131,-9.77,1.1,3.6,-0.2,0.06,-0.94
2506141,-10.67,1.16,3.81,-0.4,0.07,-0.7
2506151,-11.55,1.1,4.66,-0.59,-0.02,-0.45
2506161,-12.56,1.0,5.94,-0.73,-0.13,-0.16
2506171,-13.02,0.97,7.5,-0.79,-0.21,0.18
2506181,-12.62,0.88,9.04,-0.76,-0.24,0.56
2506191,-11.55,0.88,9.85,-0.64,-0.21,0.93
2506201,-9.82,0.68,9.72,-0.52,-0.17,1.26
2506211,-7.93,0.4,9.31,-0.45,-0.16,1.54
2506221,-5.75,0.51,9.14,-0.43,-0.18,1.78
2506231,-2.33,0.36,9.33,-0.44,-0.21,1.94
2506241,1.16,0.37,9.95,-0.46,-0.22,1.94
2506251,4.24,0.44,11.02,-0.46,-0.25,1.84
2506261,6.75,0.42,11.97,-0.42,-0.24,1.62
2506271,8.42,0.34,12.59,-0.34,-0.23,1.34
2506281,9.63,0.23,13.26,-0.24,-0.19,1.04
2506291,10.2,0.29,13.99,-0.11,-0.13,0.72
2506301,10.73,0.31,14.4,0.08,-0.1,0.4
2506311,11.1,0.0,13.65,0.28,-0.06,0.04
2506321,10.41,-0.22,12.42,0.42,-0.06,-0.35
2506331,8.97,-0.27,11.25,0.5,-0.1,-0.69
2506341,7.21,-0.28,9.87,0.52,-0.1,-0.96
2506351,5.64,-0.2,8.71,0.47,-0.09,-1.15
2506361,4.65,0.01,8.01,0.39,-0.05,-1.3
2506371,3.92,0.1,7.58,0.3,-0.02,-1.47
2506381,2.54,-0.03,7.54,0.21,-0.0,-1.67
2506391,0.13,0.22,7.87,0.15,0.01,-1.81
2506401,-3.06,0.65,8.22,0.14,0.02,-1.86
2506411,-6.14,0.82,7.85,0.16,0.04,-1.78
2506421,-8.95,0.89,7.1,0.15,0.08,-1.58
2506431,-11.12,0.92,6.78,0.08,0.08,-1.29
2506441,-12.67,0.97,7.03,-0.01,0.03,-0.93
2506451,-13.52,0.96,7.6,-0.08,-0.02,-0.54
2506461,-13.69,0.96,8.12,-0.11,-0.02,-0.15
2506471,-13.09,0.9,8.37,-0.1,0.01,0.23
2506481,-12.13,0.68,8.26,-0.1,-0.0,0.57
2506491,-11.02,0.62,8.19,-0.12,-0.07,0.89
2506501,-9.43,0.56,8.21,-0.13,-0.13,1.18
2506511,-7.52,0.52,8.3,-0.14,-0.18,1.45
2506521,-5.0,0.68,8.5,-0.15,-0.22,1.68
2506531,-1.48,0.51,8.81,-0.16,-0.24,1.81
2506541,1.92,0.47,9.28,-0.17,-0.24,1.79
2506551,4.99,0.48,10.07,-0.16,-0.25,1.69
2506561,7.69,0.61,10.94,-0.13,-0.25,1.48
2506571,10.06,0.62,11.62,-0.06,-0.2,1.18
2506581,11.24,0.74,11.99,0.02,-0.1,0.79
2506591,11.62,0.78,12.05,0.14,-0.0,0.4
2506601,11.41,0.81,11.36,0.24,0.06,0.01
2506611,10.49,0.79,10.47,0.31,0.06,-0.35
2506621,9.27,0.79,9.79,0.33,0.02,-0.67
2506631,7.83,0.66,9.17,0.33,0.02,-0.96
2506641,6.05,0.63,8.73,0.31,0.07,-1.21
2506651,4.21,0.62,8.23,0.28,0.16,-1.44
2506661,1.99,0.17,7.75,0.22,0.23,-1.65
2506671,-1.44,-0.26,7.45,0.11,0.23,-1.82
2506681,-5.76,-0.34,7.82,-0.0,0.15,-1.83
2506691,-9.99,-0.28,8.77,-0.06,0.04,-1.64
2506701,-13.09,-0.16,9.82,-0.05,-0.02,-1.24
2506711,-14.53,0.0,10.49,0.05,0.03,-0.74
2506721,-14.35,0.18,10.23,0.19,0.14,-0.23
2506731,-13.07,0.04,8.92,0.29,0.22,0.2
2506741,-11.9,0.11,7.2,0.29,0.22,0.54
2506751,-10.76,0.2,5.54,0.2,0.14,0.83
2506761,-9.56,0.27,4.48,0.03,0.03,1.09
2506771,-7.99,0.32,4.52,-0.19,-0.12,1.35
2506781,-5.87,0.53,5.6,-0.37,-0.26,1.6
2506791,-2.66,0.57,7.17,-0.46,-0.34,1.8
2506801,0.98,0.49,8.65,-0.46,-0.35,1.87
2506811,4.59,0.44,10.0,-0.43,-0.32,1.81
2506821,8.0,0.52,11.39,-0.35,-0.27,1.62
2506831,10.84,0.62,12.18,-0.22,-0.17,1.29
2506841,12.05,0.85,12.33,-0.09,-0.05,0.86
2506851,12.5,1.01,11.86,0.04,0.06,0.42
2506861,11.8,0.75,10.68,0.11,0.4,-0.08
2506871,10.84,1.02,9.77,0.09,0.1,-0.38
2506881,10.55,0.61,9.95,0.06,-0.06,-0.78
2506891,8.16,0.66,10.06,0.08,-0.11,-1.16
2506901,5.3,0.49,10.01,0.1,-0.03,-1.41
2506911,3.29,0.5,10.0,0.13,0.09,-1.58
2506921,1.07,0.02,9.34,0.16,0.2,-1.72
2506931,-1.7,-0.26,8.78,0.12,0.27,-1.83
2506941,-5.26,-0.3,8.96,0.05,0.27,-1.85
2506951,-9.1,-0.02,9.75,0.04,0.21,-1.71
2506961,-12.39,0.28,10.26,0.1,0.12,-1.39
2506971,-14.6,0.47,10.01,0.2,0.09,-0.93
2506981,-15.15,0.59,9.12,0.27,0.16,-0.39
2506991,-13.89,0.6,8.23,0.28,0.22,0.11
2507001,-12.05,0.74,7.44,0.26,0.25,0.5
2507011,-10.29,0.68,6.5,0.2,0.21,0.77
2507021,-9.23,0.62,5.66,0.09,0.12,0.97
2507031,-8.54,0.63,5.19,-0.05,0.01,1.17
2507041,-7.51,0.57,5.37,-0.2,-0.1,1.39
2507051,-5.8,0.52,6.13,-0.32,-0.19,1.62
2507061,-3.26,0.4,7.12,-0.39,-0.26,1.79
2507071,-0.54,0.12,8.14,-0.42,-0.27,1.88
2507081,2.2,-0.0,9.4,-0.42,-0.29,1.88
2507091,5.25,0.03,10.83,-0.38,-0.31,1.79
2507101,8.16,-0.02,11.81,-0.29,-0.28,1.6
2507111,10.67,-0.1,12.44,-0.18,-0.21,1.29
2507121,12.04,0.11,13.05,-0.08,-0.11,0.9
2507131,12.93,0.3,13.39,0.07,0.03,0.47
2507141,12.99,0.46,12.98,0.22,0.13,0.01
2507151,11.86,0.5,12.02,0.34,0.14,-0.44
2507161,9.98,0.59,11.17,0.39,0.05,-0.82
2507171,7.97,0.55,10.58,0.4,-0.01,-1.13
2507181,5.68,0.56,10.24,0.4,-0.01,-1.38
2507191,3.66,0.45,10.16,0.4,-0.01,-1.54
2507201,1.92,0.25,10.37,0.4,-0.04,-1.66
2507211,-0.37,0.06,10.47,0.42,-0.07,-1.74
2507221,-2.88,-0.01,10.61,0.45,-0.09,-1.74
2507231,-5.17,0.05,10.59,0.49,-0.06,-1.65
2507241,-7.34,0.19,10.28,0.55,-0.03,-1.49
2507251,-9.1,0.26,9.62,0.6,-0.02,-1.25
2507261,-10.17,0.38,8.9,0.62,-0.04,-0.95
2507271,-10.48,0.59,8.26,0.62,-0.07,-0.63
2507281,-10.28,0.78,7.3,0.62,-0.07,-0.34
2507291,-9.83,0.91,6.06,0.59,-0.07,-0.07
2507301,-9.26,1.01,4.92,0.5,-0.11,0.18
2507311,-8.3,1.04,4.12,0.36,-0.22,0.42
2507321,-7.07,0.88,3.91,0.18,-0.33,0.62
2507331,-6.0,0.96,4.24,0.02,-0.42,0.77
2507341,-4.9,1.12,4.88,-0.11,-0.5,0.92
2507351,-3.51,0.98,5.17,-0.19,-0.47,1.02
2507361,-2.25,1.07,5.45,-0.28,-0.38,1.09
2507371,-0.76,1.13,5.86,-0.35,-0.25,1.14
2507381,1.03,1.21,6.48,-0.41,-0.15,1.13
2507391,2.77,1.35,7.12,-0.45,-0.13,1.05
2507401,4.11,1.3,7.45,-0.47,-0.15,0.9
2507411,5.02,1.24,7.72,-0.51,-0.16,0.72
2507421,5.4,1.22,8.18,-0.57,-0.18,0.51
2507431,5.18,1.33,9.11,-0.62,-0.19,0.31
2507441,4.85,1.3,10.18,-0.65,-0.14,0.13
2507451,4.21,1.28,11.9,-0.65,-0.09,-0.02
2507461,3.53,1.02,13.87,-0.59,-0.05,-0.16
2507471,2.66,0.83,15.83,-0.45,-0.03,-0.28
2507481,1.53,0.57,17.31,-0.22,0.03,-0.37
2507491,0.22,0.53,18.15,0.06,0.09,-0.41
2507501,-0.83,0.51,17.93,0.39,0.16,-0.39
2507511,-1.51,0.58,16.65,0.69,0.24,-0.35
2507521,-1.79,0.58,14.65,0.94,0.31,-0.3
2507531,-2.2,0.59,12.17,1.08,0.35,-0.26
2507541,-2.76,0.7,9.62,1.13,0.36,-0.2
2507551,-3.29,0.87,7.28,1.07,0.32,-0.11
2507561,-3.36,0.99,5.44,0.92,0.23,0.01
2507571,-2.96,0.96,4.19,0.72,0.12,0.13
2507581,-2.14,1.03,3.71,0.49,-0.02,0.23
2507591,-0.95,1.09,3.92,0.28,-0.14,0.3
2507601,0.3,1.13,4.5,0.11,-0.25,0.33
2507611,1.56,1.16,5.23,-0.01,-0.35,0.33
2507621,2.94,1.2,5.92,-0.1,-0.41,0.29
2507631,4.44,1.29,6.7,-0.14,-0.45,0.21
2507641,5.98,1.35,7.41,-0.14,-0.45,0.06
2507651,7.13,1.34,7.84,-0.11,-0.45,-0.19
2507661,7.09,1.47,7.83,-0.09,-0.4,-0.49
2507671,6.0,1.55,7.42,-0.08,-0.29,-0.79
2507681,4.28,1.39,7.05,-0.14,-0.19,-1.04
2507691,2.15,1.04,7.22,-0.24,-0.13,-1.25
2507701,-0.45,0.87,8.31,-0.36,-0.09,-1.41
2507711,-3.53,0.72,9.7,-0.39,-0.09,-1.48
2507721,-7.27,0.79,10.68,-0.34,-0.08,-1.4
2507731,-10.49,0.79,11.1,-0.23,-0.06,-1.13
2507741,-12.35,0.85,11.02,-0.11,-0.07,-0.71
2507751,-12.4,0.89,10.63,0.01,-0.07,-0.24
2507761,-11.43,0.85,9.87,0.09,-0.14,0.17
2507771,-9.98,0.91,8.78,0.11,-0.24,0.54
2507781,-8.13,0.89,7.86,0.05,-0.32,0.83
2507791,-6.13,0.92,7.57,-0.05,-0.41,1.08
2507801,-3.86,1.1,7.88,-0.16,-0.46,1.3
2507811,-0.62,1.29,8.85,-0.23,-0.45,1.47
2507821,3.66,1.44,10.37,-0.22,-0.41,1.5
2507831,7.43,1.44,11.25,-0.13,-0.34,1.31
2507841,9.8,1.3,11.63,-0.02,-0.36,0.99
2507851,11.09,1.13,11.47,0.09,-0.34,0.56
2507861,10.76,1.18,11.29,0.17,-0.37,0.14
2507871,8.28,1.53,10.58,0.25,-0.18,-0.21
2507881,8.63,1.21,10.35,0.25,-0.36,-0.39
2507891,8.54,1.32,10.4,0.28,-0.43,-0.71
2507901,6.5,1.39,9.62,0.32,-0.48,-0.97
2507911,4.51,1.4,8.93,0.29,-0.39,-1.16
2507921,2.87,1.38,8.71,0.26,-0.29,-1.32
2507931,0.62,1.14,8.74,0.21,-0.4,-1.46
2507941,-2.51,0.93,8.72,0.17,-0.69,-1.52
2507951,-5.84,0.89,8.75,0.12,-0.99,-1.41
2507961,-8.09,0.98,9.38,0.08,-1.14,-1.13
2507971,-9.54,1.03,9.73,0.12,-0.99,-0.77
2507981,-10.31,1.17,9.65,0.2,-0.72,-0.35
2507991,-9.86,0.99,8.94,0.26,-0.46,0.08
2508001,-8.64,0.89,8.4,0.26,-0.38,0.43
2508011,-7.09,0.6,7.68,0.22,-0.34,0.71
2508021,-5.64,0.39,7.24,0.12,-0.37,0.93
2508031,-4.02,0.49,7.75,0.01,-0.44,1.08
2508041,-2.78,0.64,8.42,-0.04,-0.52,1.19
2508051,-1.26,0.73,9.01,-0.04,-0.56,1.3
2508061,0.85,0.95,9.39,-0.01,-0.6,1.37
2508071,3.38,1.01,9.7,0.04,-0.61,1.34
2508081,5.32,0.98,9.82,0.11,-0.6,1.2
2508091,5.32,0.44,9.23,0.15,-0.21,0.93
2508101,5.84,1.87,9.72,0.19,-0.34,0.88
2508111,8.33,1.15,10.27,0.29,-0.69,0.74
2508121,8.55,0.75,9.24,0.35,-0.82,0.4
2508131,6.88,1.1,8.18,0.33,-0.71,0.17
2508141,6.05,1.5,8.36,0.28,-0.54,0.05
2508151,5.8,1.66,8.5,0.26,-0.44,-0.05
2508161,5.54,1.58,8.2,0.24,-0.41,-0.15
2508171,5.14,1.36,7.87,0.2,-0.43,-0.26
2508181,4.24,1.17,7.52,0.11,-0.49,-0.37
2508191,3.13,1.09,7.79,-0.01,-0.56,-0.43
2508201,2.55,1.08,8.93,-0.1,-0.62,-0.45
2508211,2.1,1.37,10.02,-0.09,-0.7,-0.48
2508221,1.31,1.18,10.24,-0.03,-0.73,-0.5
2508231,0.07,1.4,9.84,0.02,-0.63,-0.49
2508241,-1.0,1.49,9.36,0.03,-0.44,-0.41
2508251,-1.54,1.63,9.16,0.01,-0.31,-0.29
2508261,-1.93,1.66,9.04,-0.01,-0.27,-0.18
2508271,-2.36,1.69,8.96,-0.04,-0.26,-0.07
2508281,-2.84,1.69,9.13,-0.05,-0.28,0.06
2508291,-3.18,1.76,9.44,-0.03,-0.33,0.23
2508301,-3.34,1.85,9.38,0.01,-0.35,0.43
2508311,-2.88,1.86,9.17,0.06,-0.3,0.66
2508321,-1.48,1.66,8.92,0.1,-0.19,0.89
